business_area,division_code,division_label_ko,case_type_code,case_type_label_ko,supported,namespace,param_key,label_ko,widget,storage,required,source
IP,INC,Text,TRADEMARK,Text,Y,incoming_trademark,opposition_decision_result,Text Text,text,matter_custom_field(namespace=incoming_trademark).data,,app/blueprints/case/helpers.py:INCOMING_TRADEMARK_FIELDS
IP,INC,Text,TRADEMARK,Text,Y,incoming_trademark,opposition_no,Text,text,matter_custom_field(namespace=incoming_trademark).data,,app/blueprints/case/helpers.py:INCOMING_TRADEMARK_FIELDS
IP,INC,Text,TRADEMARK,Text,Y,incoming_trademark,original_registration_date,Text,date,matter_custom_field(namespace=incoming_trademark).data,,app/blueprints/case/helpers.py:INCOMING_TRADEMARK_FIELDS
IP,INC,Text,TRADEMARK,Text,Y,incoming_trademark,original_registration_no,Text,text,matter_custom_field(namespace=incoming_trademark).data,,app/blueprints/case/helpers.py:INCOMING_TRADEMARK_FIELDS
IP,INC,Text,TRADEMARK,Text,Y,incoming_trademark,parent_application_date,Text,date,matter_custom_field(namespace=incoming_trademark).data,,app/blueprints/case/helpers.py:INCOMING_TRADEMARK_FIELDS
IP,INC,Text,TRADEMARK,Text,Y,incoming_trademark,parent_application_no,Text,text,matter_custom_field(namespace=incoming_trademark).data,,app/blueprints/case/helpers.py:INCOMING_TRADEMARK_FIELDS
IP,INC,Text,TRADEMARK,Text,Y,incoming_trademark,priority_claimed,Text Text,select_yn,matter_custom_field(namespace=incoming_trademark).data,,app/blueprints/case/helpers.py:INCOMING_TRADEMARK_FIELDS
IP,INC,Text,TRADEMARK,Text,Y,incoming_trademark,priority_date,Text,date,matter_custom_field(namespace=incoming_trademark).data,,app/blueprints/case/helpers.py:INCOMING_TRADEMARK_FIELDS
IP,INC,Text,TRADEMARK,Text,Y,incoming_trademark,priority_no,Text,text,matter_custom_field(namespace=incoming_trademark).data,,app/blueprints/case/helpers.py:INCOMING_TRADEMARK_FIELDS
IP,INC,Text,TRADEMARK,Text,Y,incoming_trademark,proposal_title,Text,text,matter_custom_field(namespace=incoming_trademark).data,,app/blueprints/case/helpers.py:INCOMING_TRADEMARK_FIELDS
IP,INC,Text,TRADEMARK,Text,Y,incoming_trademark,public_notice_exception,Text,select_yn,matter_custom_field(namespace=incoming_trademark).data,,app/blueprints/case/helpers.py:INCOMING_TRADEMARK_FIELDS
IP,INC,Text,TRADEMARK,Text,Y,incoming_trademark,publication_date,Text,date,matter_custom_field(namespace=incoming_trademark).data,,app/blueprints/case/helpers.py:INCOMING_TRADEMARK_FIELDS
IP,INC,Text,TRADEMARK,Text,Y,incoming_trademark,publication_no,Text,text,matter_custom_field(namespace=incoming_trademark).data,,app/blueprints/case/helpers.py:INCOMING_TRADEMARK_FIELDS
IP,INC,Text,TRADEMARK,Text,Y,incoming_trademark,reg_deadline,Text,date,matter_custom_field(namespace=incoming_trademark).data,,app/blueprints/case/helpers.py:INCOMING_TRADEMARK_FIELDS
IP,INC,Text,TRADEMARK,Text,Y,incoming_trademark,reg_decision_date,Text,date,matter_custom_field(namespace=incoming_trademark).data,,app/blueprints/case/helpers.py:INCOMING_TRADEMARK_FIELDS
IP,INC,Text,TRADEMARK,Text,Y,incoming_trademark,reg_decision_received,Text Text,date,matter_custom_field(namespace=incoming_trademark).data,,app/blueprints/case/helpers.py:INCOMING_TRADEMARK_FIELDS
IP,INC,Text,TRADEMARK,Text,Y,incoming_trademark,reg_extension_date,Text,date,matter_custom_field(namespace=incoming_trademark).data,,app/blueprints/case/helpers.py:INCOMING_TRADEMARK_FIELDS
IP,INC,Text,TRADEMARK,Text,Y,incoming_trademark,registrant_name,Text,text,matter_custom_field(namespace=incoming_trademark).data,,app/blueprints/case/helpers.py:INCOMING_TRADEMARK_FIELDS
IP,INC,Text,TRADEMARK,Text,Y,incoming_trademark,registration_classes,Text Text,text,matter_custom_field(namespace=incoming_trademark).data,,app/blueprints/case/helpers.py:INCOMING_TRADEMARK_FIELDS
IP,INC,Text,TRADEMARK,Text,Y,incoming_trademark,registration_date,Text,date,matter_custom_field(namespace=incoming_trademark).data,,app/blueprints/case/helpers.py:INCOMING_TRADEMARK_FIELDS
IP,INC,Text,TRADEMARK,Text,Y,incoming_trademark,registration_goods,Text Text,textarea,matter_custom_field(namespace=incoming_trademark).data,,app/blueprints/case/helpers.py:INCOMING_TRADEMARK_FIELDS
IP,INC,Text,TRADEMARK,Text,Y,incoming_trademark,registration_no,Text,text,matter_custom_field(namespace=incoming_trademark).data,,app/blueprints/case/helpers.py:INCOMING_TRADEMARK_FIELDS
IP,INC,Text,TRADEMARK,Text,Y,incoming_trademark,rejection_date,Text,date,matter_custom_field(namespace=incoming_trademark).data,,app/blueprints/case/helpers.py:INCOMING_TRADEMARK_FIELDS
IP,INC,Text,TRADEMARK,Text,Y,incoming_trademark,rejection_received_date,Text Text,date,matter_custom_field(namespace=incoming_trademark).data,,app/blueprints/case/helpers.py:INCOMING_TRADEMARK_FIELDS
IP,INC,Text,TRADEMARK,Text,Y,incoming_trademark,retained_date,Text,date,matter_custom_field(namespace=incoming_trademark).data,,app/blueprints/case/helpers.py:INCOMING_TRADEMARK_FIELDS
IP,INC,Text,TRADEMARK,Text,Y,incoming_trademark,review_end_date,Text,date,matter_custom_field(namespace=incoming_trademark).data,,app/blueprints/case/helpers.py:INCOMING_TRADEMARK_FIELDS
IP,INC,Text,TRADEMARK,Text,Y,incoming_trademark,right_type,Text,select_tm_right_type,matter_custom_field(namespace=incoming_trademark).data,,app/blueprints/case/helpers.py:INCOMING_TRADEMARK_FIELDS
IP,INC,Text,TRADEMARK,Text,Y,incoming_trademark,tm_registration_payment_term,Text Text Text,select_tm_registration_payment_term,matter_custom_field(namespace=incoming_trademark).data,,app/blueprints/case/helpers.py:INCOMING_TRADEMARK_FIELDS
IP,INC,Text,TRADEMARK,Text,Y,incoming_trademark,special_claim_doc_deadline,Text Text Text,date,matter_custom_field(namespace=incoming_trademark).data,,app/blueprints/case/helpers.py:INCOMING_TRADEMARK_FIELDS
IP,INC,Text,TRADEMARK,Text,Y,incoming_trademark,stand_reason,Text,select_stand_reason,matter_custom_field(namespace=incoming_trademark).data,,app/blueprints/case/helpers.py:INCOMING_TRADEMARK_FIELDS
IP,INC,Text,TRADEMARK,Text,Y,incoming_trademark,term_expiry_date,Text Text Text,date,matter_custom_field(namespace=incoming_trademark).data,,app/blueprints/case/helpers.py:INCOMING_TRADEMARK_FIELDS
IP,INC,Text,TRADEMARK,Text,Y,incoming_trademark,tm_name,Text,text,matter_custom_field(namespace=incoming_trademark).data,,app/blueprints/case/helpers.py:INCOMING_TRADEMARK_FIELDS
IP,INC,Text,TRADEMARK,Text,Y,incoming_trademark,tm_type,Text,select_tm_type,matter_custom_field(namespace=incoming_trademark).data,,app/blueprints/case/helpers.py:INCOMING_TRADEMARK_FIELDS
IP,INC,Text,TRADEMARK,Text,Y,incoming_trademark,trans_accept_date,Text,date,matter_custom_field(namespace=incoming_trademark).data,,app/blueprints/case/helpers.py:INCOMING_TRADEMARK_FIELDS
IP,INC,Text,TRADEMARK,Text,Y,incoming_trademark,trans_charge,Text,text,matter_custom_field(namespace=incoming_trademark).data,,app/blueprints/case/helpers.py:INCOMING_TRADEMARK_FIELDS
IP,INC,Text,TRADEMARK,Text,Y,incoming_trademark,trans_expend_date,Text,date,matter_custom_field(namespace=incoming_trademark).data,,app/blueprints/case/helpers.py:INCOMING_TRADEMARK_FIELDS
IP,INC,Text,TRADEMARK,Text,Y,incoming_trademark,trans_price,Text,text,matter_custom_field(namespace=incoming_trademark).data,,app/blueprints/case/helpers.py:INCOMING_TRADEMARK_FIELDS
IP,INC,Text,TRADEMARK,Text,Y,incoming_trademark,trans_request_date,Text,date,matter_custom_field(namespace=incoming_trademark).data,,app/blueprints/case/helpers.py:INCOMING_TRADEMARK_FIELDS
IP,INC,Text,TRADEMARK,Text,Y,incoming_trademark,trans_type,Text,text,matter_custom_field(namespace=incoming_trademark).data,,app/blueprints/case/helpers.py:INCOMING_TRADEMARK_FIELDS
IP,OUT,Text,DESIGN,Text,Y,outgoing_design,abandon_date,Text/Text,date,matter_custom_field(namespace=outgoing_design).data,,app/blueprints/case/helpers.py:OUTGOING_DESIGN_FIELDS
IP,OUT,Text,DESIGN,Text,Y,outgoing_design,abandon_reason,Text/Text Text,text,matter_custom_field(namespace=outgoing_design).data,,app/blueprints/case/helpers.py:OUTGOING_DESIGN_FIELDS
IP,OUT,Text,DESIGN,Text,Y,outgoing_design,app_route,Text,select_app_route,matter_custom_field(namespace=outgoing_design).data,,app/blueprints/case/helpers.py:OUTGOING_DESIGN_FIELDS
IP,OUT,Text,DESIGN,Text,Y,outgoing_design,appeal_date,Text Text,date,matter_custom_field(namespace=outgoing_design).data,,app/blueprints/case/helpers.py:OUTGOING_DESIGN_FIELDS
IP,OUT,Text,DESIGN,Text,Y,outgoing_design,appeal_deadline,Text Text,date,matter_custom_field(namespace=outgoing_design).data,,app/blueprints/case/helpers.py:OUTGOING_DESIGN_FIELDS
IP,OUT,Text,DESIGN,Text,Y,outgoing_design,appeal_decision_date,Text,date,matter_custom_field(namespace=outgoing_design).data,,app/blueprints/case/helpers.py:OUTGOING_DESIGN_FIELDS
IP,OUT,Text,DESIGN,Text,Y,outgoing_design,appeal_decision_result,Text Text,text,matter_custom_field(namespace=outgoing_design).data,,app/blueprints/case/helpers.py:OUTGOING_DESIGN_FIELDS
IP,OUT,Text,DESIGN,Text,Y,outgoing_design,appeal_no,Text,text,matter_custom_field(namespace=outgoing_design).data,,app/blueprints/case/helpers.py:OUTGOING_DESIGN_FIELDS
IP,OUT,Text,DESIGN,Text,Y,outgoing_design,applicant_contact,Text Text,text,matter_custom_field(namespace=outgoing_design).data,,app/blueprints/case/helpers.py:OUTGOING_DESIGN_FIELDS
IP,OUT,Text,DESIGN,Text,Y,outgoing_design,applicant_name,Text,text,matter_custom_field(namespace=outgoing_design).data,,app/blueprints/case/helpers.py:OUTGOING_DESIGN_FIELDS
IP,OUT,Text,DESIGN,Text,Y,outgoing_design,application_country,Text,text,matter_custom_field(namespace=outgoing_design).data,,app/blueprints/case/helpers.py:OUTGOING_DESIGN_FIELDS
IP,OUT,Text,DESIGN,Text,Y,outgoing_design,application_date,Text,date,matter_custom_field(namespace=outgoing_design).data,,app/blueprints/case/helpers.py:OUTGOING_DESIGN_FIELDS
IP,OUT,Text,DESIGN,Text,Y,outgoing_design,application_no,Text,text,matter_custom_field(namespace=outgoing_design).data,,app/blueprints/case/helpers.py:OUTGOING_DESIGN_FIELDS
IP,OUT,Text,DESIGN,Text,Y,outgoing_design,application_ol_sent_date,Text O/LText,date,matter_custom_field(namespace=outgoing_design).data,,app/blueprints/case/helpers.py:OUTGOING_DESIGN_FIELDS
IP,OUT,Text,DESIGN,Text,Y,outgoing_design,assignee1,Text(1),text,matter_custom_field(namespace=outgoing_design).data,,app/blueprints/case/helpers.py:OUTGOING_DESIGN_FIELDS
IP,OUT,Text,DESIGN,Text,Y,outgoing_design,assignee2,Text(2),text,matter_custom_field(namespace=outgoing_design).data,,app/blueprints/case/helpers.py:OUTGOING_DESIGN_FIELDS
IP,OUT,Text,DESIGN,Text,Y,outgoing_design,attorney,Text,text,matter_custom_field(namespace=outgoing_design).data,Y,app/blueprints/case/helpers.py:OUTGOING_DESIGN_FIELDS
IP,OUT,Text,DESIGN,Text,Y,outgoing_design,client_id,,,matter_custom_field(namespace=outgoing_design).data,,app/blueprints/case/helpers.py:OUTGOING_DESIGN_FIELDS (extra_allowed)
IP,OUT,Text,DESIGN,Text,Y,outgoing_design,client_mgmt_no,Text Text,text,matter_custom_field(namespace=outgoing_design).data,,app/blueprints/case/helpers.py:OUTGOING_DESIGN_FIELDS
IP,OUT,Text,DESIGN,Text,Y,outgoing_design,client_name,Text,text,matter_custom_field(namespace=outgoing_design).data,,app/blueprints/case/helpers.py:OUTGOING_DESIGN_FIELDS
IP,OUT,Text,DESIGN,Text,Y,outgoing_design,complete_date,Text/Text,date,matter_custom_field(namespace=outgoing_design).data,,app/blueprints/case/helpers.py:OUTGOING_DESIGN_FIELDS
IP,OUT,Text,DESIGN,Text,Y,outgoing_design,creator_name,Text,text,matter_custom_field(namespace=outgoing_design).data,,app/blueprints/case/helpers.py:OUTGOING_DESIGN_FIELDS
IP,OUT,Text,DESIGN,Text,Y,outgoing_design,department,Text,select_department,matter_custom_field(namespace=outgoing_design).data,,app/blueprints/case/helpers.py:OUTGOING_DESIGN_FIELDS
IP,OUT,Text,DESIGN,Text,Y,outgoing_design,drawing_handler,Text,text,matter_custom_field(namespace=outgoing_design).data,,app/blueprints/case/helpers.py:OUTGOING_DESIGN_FIELDS
IP,OUT,Text,DESIGN,Text,Y,outgoing_design,filing_deadline,Text,date,matter_custom_field(namespace=outgoing_design).data,,app/blueprints/case/helpers.py:OUTGOING_DESIGN_FIELDS
IP,OUT,Text,DESIGN,Text,Y,outgoing_design,filing_kind,Text,select_design_filing_kind,matter_custom_field(namespace=outgoing_design).data,,app/blueprints/case/helpers.py:OUTGOING_DESIGN_FIELDS
IP,OUT,Text,DESIGN,Text,Y,outgoing_design,filing_type,Text,select_filing_type,matter_custom_field(namespace=outgoing_design).data,,app/blueprints/case/helpers.py:OUTGOING_DESIGN_FIELDS
IP,OUT,Text,DESIGN,Text,Y,outgoing_design,foreign_agent_name,Text,text,matter_custom_field(namespace=outgoing_design).data,,app/blueprints/case/helpers.py:OUTGOING_DESIGN_FIELDS
IP,OUT,Text,DESIGN,Text,Y,outgoing_design,handler,Text,text,matter_custom_field(namespace=outgoing_design).data,,app/blueprints/case/helpers.py:OUTGOING_DESIGN_FIELDS
IP,OUT,Text,DESIGN,Text,Y,outgoing_design,image,Text/Text,text,matter_custom_field(namespace=outgoing_design).data,,app/blueprints/case/helpers.py:OUTGOING_DESIGN_FIELDS
IP,OUT,Text,DESIGN,Text,Y,outgoing_design,hague_application_date,Text Text,date,matter_custom_field(namespace=outgoing_design).data,,app/blueprints/case/helpers.py:OUTGOING_DESIGN_FIELDS
IP,OUT,Text,DESIGN,Text,Y,outgoing_design,hague_application_no,Text Text,text,matter_custom_field(namespace=outgoing_design).data,,app/blueprints/case/helpers.py:OUTGOING_DESIGN_FIELDS
IP,OUT,Text,DESIGN,Text,Y,outgoing_design,inhouse_status,Text,text,matter_custom_field(namespace=outgoing_design).data,,app/blueprints/case/helpers.py:OUTGOING_DESIGN_FIELDS
IP,OUT,Text,DESIGN,Text,Y,outgoing_design,manager,Text,text,matter_custom_field(namespace=outgoing_design).data,Y,app/blueprints/case/helpers.py:OUTGOING_DESIGN_FIELDS
IP,OUT,Text,DESIGN,Text,Y,outgoing_design,memo2,Text,textarea,matter_custom_field(namespace=outgoing_design).data,,app/blueprints/case/helpers.py:OUTGOING_DESIGN_FIELDS
IP,OUT,Text,DESIGN,Text,Y,outgoing_design,misc,Text,textarea,matter_custom_field(namespace=outgoing_design).data,,app/blueprints/case/helpers.py:OUTGOING_DESIGN_FIELDS
IP,OUT,Text,DESIGN,Text,Y,outgoing_design,novelty_doc_deadline,Text Text Text,date,matter_custom_field(namespace=outgoing_design).data,,app/blueprints/case/helpers.py:OUTGOING_DESIGN_FIELDS
IP,OUT,Text,DESIGN,Text,Y,outgoing_design,novelty_doc_submitted,Text Text Text,date,matter_custom_field(namespace=outgoing_design).data,,app/blueprints/case/helpers.py:OUTGOING_DESIGN_FIELDS
IP,OUT,Text,DESIGN,Text,Y,outgoing_design,novelty_grace_date,Text,date,matter_custom_field(namespace=outgoing_design).data,,app/blueprints/case/helpers.py:OUTGOING_DESIGN_FIELDS
IP,OUT,Text,DESIGN,Text,Y,outgoing_design,opposition_date,Text,date,matter_custom_field(namespace=outgoing_design).data,,app/blueprints/case/helpers.py:OUTGOING_DESIGN_FIELDS
IP,OUT,Text,DESIGN,Text,Y,outgoing_design,opposition_decision_date,Text,date,matter_custom_field(namespace=outgoing_design).data,,app/blueprints/case/helpers.py:OUTGOING_DESIGN_FIELDS
IP,OUT,Text,DESIGN,Text,Y,outgoing_design,opposition_decision_result,Text Text,text,matter_custom_field(namespace=outgoing_design).data,,app/blueprints/case/helpers.py:OUTGOING_DESIGN_FIELDS
IP,OUT,Text,DESIGN,Text,Y,outgoing_design,opposition_no,Text,text,matter_custom_field(namespace=outgoing_design).data,,app/blueprints/case/helpers.py:OUTGOING_DESIGN_FIELDS
IP,OUT,Text,DESIGN,Text,Y,outgoing_design,parent_application_date,Text,date,matter_custom_field(namespace=outgoing_design).data,,app/blueprints/case/helpers.py:OUTGOING_DESIGN_FIELDS
IP,OUT,Text,DESIGN,Text,Y,outgoing_design,parent_application_no,Text,text,matter_custom_field(namespace=outgoing_design).data,,app/blueprints/case/helpers.py:OUTGOING_DESIGN_FIELDS
IP,OUT,Text,DESIGN,Text,Y,outgoing_design,priority_claimed,Text Text,select_yn,matter_custom_field(namespace=outgoing_design).data,,app/blueprints/case/helpers.py:OUTGOING_DESIGN_FIELDS
IP,OUT,Text,DESIGN,Text,Y,outgoing_design,priority_date,Text,date,matter_custom_field(namespace=outgoing_design).data,,app/blueprints/case/helpers.py:OUTGOING_DESIGN_FIELDS
IP,OUT,Text,DESIGN,Text,Y,outgoing_design,priority_no,Text,text,matter_custom_field(namespace=outgoing_design).data,,app/blueprints/case/helpers.py:OUTGOING_DESIGN_FIELDS
IP,OUT,Text,DESIGN,Text,Y,outgoing_design,proposal_title,Text,text,matter_custom_field(namespace=outgoing_design).data,,app/blueprints/case/helpers.py:OUTGOING_DESIGN_FIELDS
IP,OUT,Text,DESIGN,Text,Y,outgoing_design,public_notice_exception,Text,select_yn,matter_custom_field(namespace=outgoing_design).data,,app/blueprints/case/helpers.py:OUTGOING_DESIGN_FIELDS
IP,OUT,Text,DESIGN,Text,Y,outgoing_design,publication_date,Text,date,matter_custom_field(namespace=outgoing_design).data,,app/blueprints/case/helpers.py:OUTGOING_DESIGN_FIELDS
IP,OUT,Text,DESIGN,Text,Y,outgoing_design,publication_no,Text,text,matter_custom_field(namespace=outgoing_design).data,,app/blueprints/case/helpers.py:OUTGOING_DESIGN_FIELDS
IP,OUT,Text,DESIGN,Text,Y,outgoing_design,reg_deadline,Text,date,matter_custom_field(namespace=outgoing_design).data,,app/blueprints/case/helpers.py:OUTGOING_DESIGN_FIELDS
IP,OUT,Text,DESIGN,Text,Y,outgoing_design,reg_decision_date,Text,date,matter_custom_field(namespace=outgoing_design).data,,app/blueprints/case/helpers.py:OUTGOING_DESIGN_FIELDS
IP,OUT,Text,DESIGN,Text,Y,outgoing_design,reg_decision_received,Text Text,date,matter_custom_field(namespace=outgoing_design).data,,app/blueprints/case/helpers.py:OUTGOING_DESIGN_FIELDS
IP,OUT,Text,DESIGN,Text,Y,outgoing_design,reg_ol_sent_date,Text O/LText,date,matter_custom_field(namespace=outgoing_design).data,,app/blueprints/case/helpers.py:OUTGOING_DESIGN_FIELDS
IP,OUT,Text,DESIGN,Text,Y,outgoing_design,registrant_name,Text,text,matter_custom_field(namespace=outgoing_design).data,,app/blueprints/case/helpers.py:OUTGOING_DESIGN_FIELDS
IP,OUT,Text,DESIGN,Text,Y,outgoing_design,registration_date,Text,date,matter_custom_field(namespace=outgoing_design).data,,app/blueprints/case/helpers.py:OUTGOING_DESIGN_FIELDS
IP,OUT,Text,DESIGN,Text,Y,outgoing_design,registration_no,Text,text,matter_custom_field(namespace=outgoing_design).data,,app/blueprints/case/helpers.py:OUTGOING_DESIGN_FIELDS
IP,OUT,Text,DESIGN,Text,Y,outgoing_design,rejection_date,Text,date,matter_custom_field(namespace=outgoing_design).data,,app/blueprints/case/helpers.py:OUTGOING_DESIGN_FIELDS
IP,OUT,Text,DESIGN,Text,Y,outgoing_design,rejection_received_date,Text Text,date,matter_custom_field(namespace=outgoing_design).data,,app/blueprints/case/helpers.py:OUTGOING_DESIGN_FIELDS
IP,OUT,Text,DESIGN,Text,Y,outgoing_design,retained_date,Text,date,matter_custom_field(namespace=outgoing_design).data,,app/blueprints/case/helpers.py:OUTGOING_DESIGN_FIELDS
IP,OUT,Text,DESIGN,Text,Y,outgoing_design,stand_reason,Text,select_stand_reason,matter_custom_field(namespace=outgoing_design).data,,app/blueprints/case/helpers.py:OUTGOING_DESIGN_FIELDS
IP,OUT,Text,DESIGN,Text,Y,outgoing_design,term_expiry_date,Text Text Text,date,matter_custom_field(namespace=outgoing_design).data,,app/blueprints/case/helpers.py:OUTGOING_DESIGN_FIELDS
IP,OUT,Text,DESIGN,Text,Y,outgoing_design,title_en,Text Text,text,matter_custom_field(namespace=outgoing_design).data,,app/blueprints/case/helpers.py:OUTGOING_DESIGN_FIELDS
IP,OUT,Text,DESIGN,Text,Y,outgoing_design,title_ko,Text Text,text,matter_custom_field(namespace=outgoing_design).data,,app/blueprints/case/helpers.py:OUTGOING_DESIGN_FIELDS
IP,OUT,Text,DESIGN,Text,Y,outgoing_design,trans_charge,Text,text,matter_custom_field(namespace=outgoing_design).data,,app/blueprints/case/helpers.py:OUTGOING_DESIGN_FIELDS
IP,OUT,Text,DESIGN,Text,Y,outgoing_design,trans_expend_date,Text,date,matter_custom_field(namespace=outgoing_design).data,,app/blueprints/case/helpers.py:OUTGOING_DESIGN_FIELDS
IP,OUT,Text,DESIGN,Text,Y,outgoing_design,trans_price,Text,text,matter_custom_field(namespace=outgoing_design).data,,app/blueprints/case/helpers.py:OUTGOING_DESIGN_FIELDS
IP,OUT,Text,DESIGN,Text,Y,outgoing_design,trans_type,Text,text,matter_custom_field(namespace=outgoing_design).data,,app/blueprints/case/helpers.py:OUTGOING_DESIGN_FIELDS
IP,OUT,Text,PATENT,Text,Y,outgoing_patent,abandon_date,Text/Text,date,matter_custom_field(namespace=outgoing_patent).data,,app/blueprints/case/helpers.py:OUTGOING_PATENT_FIELDS
IP,OUT,Text,PATENT,Text,Y,outgoing_patent,abandon_reason,Text/Text Text,text,matter_custom_field(namespace=outgoing_patent).data,,app/blueprints/case/helpers.py:OUTGOING_PATENT_FIELDS
IP,OUT,Text,PATENT,Text,Y,outgoing_patent,app_route,Text,select_app_route,matter_custom_field(namespace=outgoing_patent).data,,app/blueprints/case/helpers.py:OUTGOING_PATENT_FIELDS
IP,OUT,Text,PATENT,Text,Y,outgoing_patent,appeal_date,Text Text,date,matter_custom_field(namespace=outgoing_patent).data,,app/blueprints/case/helpers.py:OUTGOING_PATENT_FIELDS
IP,OUT,Text,PATENT,Text,Y,outgoing_patent,appeal_deadline,Text Text,date,matter_custom_field(namespace=outgoing_patent).data,,app/blueprints/case/helpers.py:OUTGOING_PATENT_FIELDS
IP,OUT,Text,PATENT,Text,Y,outgoing_patent,appeal_decision_date,Text,date,matter_custom_field(namespace=outgoing_patent).data,,app/blueprints/case/helpers.py:OUTGOING_PATENT_FIELDS
IP,OUT,Text,PATENT,Text,Y,outgoing_patent,appeal_decision_result,Text Text,text,matter_custom_field(namespace=outgoing_patent).data,,app/blueprints/case/helpers.py:OUTGOING_PATENT_FIELDS
IP,OUT,Text,PATENT,Text,Y,outgoing_patent,appeal_no,Text,text,matter_custom_field(namespace=outgoing_patent).data,,app/blueprints/case/helpers.py:OUTGOING_PATENT_FIELDS
IP,OUT,Text,PATENT,Text,Y,outgoing_patent,appeal_ol_sent_date,Text O/LText,date,matter_custom_field(namespace=outgoing_patent).data,,app/blueprints/case/helpers.py:OUTGOING_PATENT_FIELDS
IP,OUT,Text,PATENT,Text,Y,outgoing_patent,applicant_contact,Text Text,text,matter_custom_field(namespace=outgoing_patent).data,,app/blueprints/case/helpers.py:OUTGOING_PATENT_FIELDS
IP,OUT,Text,PATENT,Text,Y,outgoing_patent,applicant_name,Text,text,matter_custom_field(namespace=outgoing_patent).data,,app/blueprints/case/helpers.py:OUTGOING_PATENT_FIELDS
IP,OUT,Text,PATENT,Text,Y,outgoing_patent,application_country,Text,text,matter_custom_field(namespace=outgoing_patent).data,,app/blueprints/case/helpers.py:OUTGOING_PATENT_FIELDS
IP,OUT,Text,PATENT,Text,Y,outgoing_patent,application_date,Text,date,matter_custom_field(namespace=outgoing_patent).data,,app/blueprints/case/helpers.py:OUTGOING_PATENT_FIELDS
IP,OUT,Text,PATENT,Text,Y,outgoing_patent,application_no,Text,text,matter_custom_field(namespace=outgoing_patent).data,,app/blueprints/case/helpers.py:OUTGOING_PATENT_FIELDS
IP,OUT,Text,PATENT,Text,Y,outgoing_patent,application_ol_sent_date,Text O/LText,date,matter_custom_field(namespace=outgoing_patent).data,,app/blueprints/case/helpers.py:OUTGOING_PATENT_FIELDS
IP,OUT,Text,PATENT,Text,Y,outgoing_patent,assignee1,Text(1),text,matter_custom_field(namespace=outgoing_patent).data,,app/blueprints/case/helpers.py:OUTGOING_PATENT_FIELDS
IP,OUT,Text,PATENT,Text,Y,outgoing_patent,assignee2,Text(2),text,matter_custom_field(namespace=outgoing_patent).data,,app/blueprints/case/helpers.py:OUTGOING_PATENT_FIELDS
IP,OUT,Text,PATENT,Text,Y,outgoing_patent,attorney,Text,text,matter_custom_field(namespace=outgoing_patent).data,Y,app/blueprints/case/helpers.py:OUTGOING_PATENT_FIELDS
IP,OUT,Text,PATENT,Text,Y,outgoing_patent,claims_dependent,Text,text,matter_custom_field(namespace=outgoing_patent).data,,app/blueprints/case/helpers.py:OUTGOING_PATENT_FIELDS
IP,OUT,Text,PATENT,Text,Y,outgoing_patent,claims_independent,Text,text,matter_custom_field(namespace=outgoing_patent).data,,app/blueprints/case/helpers.py:OUTGOING_PATENT_FIELDS
IP,OUT,Text,PATENT,Text,Y,outgoing_patent,claims_total,Text,text,matter_custom_field(namespace=outgoing_patent).data,,app/blueprints/case/helpers.py:OUTGOING_PATENT_FIELDS
IP,OUT,Text,PATENT,Text,Y,outgoing_patent,client_id,,,matter_custom_field(namespace=outgoing_patent).data,,app/blueprints/case/helpers.py:OUTGOING_PATENT_FIELDS (extra_allowed)
IP,OUT,Text,PATENT,Text,Y,outgoing_patent,client_mgmt_no,Text Text,text,matter_custom_field(namespace=outgoing_patent).data,,app/blueprints/case/helpers.py:OUTGOING_PATENT_FIELDS
IP,OUT,Text,PATENT,Text,Y,outgoing_patent,client_name,Text,text,matter_custom_field(namespace=outgoing_patent).data,,app/blueprints/case/helpers.py:OUTGOING_PATENT_FIELDS
IP,OUT,Text,PATENT,Text,Y,outgoing_patent,complete_date,Text/Text,date,matter_custom_field(namespace=outgoing_patent).data,,app/blueprints/case/helpers.py:OUTGOING_PATENT_FIELDS
IP,OUT,Text,PATENT,Text,Y,outgoing_patent,department,Text,select_department,matter_custom_field(namespace=outgoing_patent).data,,app/blueprints/case/helpers.py:OUTGOING_PATENT_FIELDS
IP,OUT,Text,PATENT,Text,Y,outgoing_patent,drawing_count,Text,text,matter_custom_field(namespace=outgoing_patent).data,,app/blueprints/case/helpers.py:OUTGOING_PATENT_FIELDS
IP,OUT,Text,PATENT,Text,Y,outgoing_patent,drawing_handler,Text,text,matter_custom_field(namespace=outgoing_patent).data,,app/blueprints/case/helpers.py:OUTGOING_PATENT_FIELDS
IP,OUT,Text,PATENT,Text,Y,outgoing_patent,ep_registration_date,EP Text,date,matter_custom_field(namespace=outgoing_patent).data,,app/blueprints/case/helpers.py:OUTGOING_PATENT_FIELDS
IP,OUT,Text,PATENT,Text,Y,outgoing_patent,ep_registration_no,EP Text,text,matter_custom_field(namespace=outgoing_patent).data,,app/blueprints/case/helpers.py:OUTGOING_PATENT_FIELDS
IP,OUT,Text,PATENT,Text,Y,outgoing_patent,exam_deadline,Text Text,date,matter_custom_field(namespace=outgoing_patent).data,,app/blueprints/case/helpers.py:OUTGOING_PATENT_FIELDS
